,team,period,id_match,possession,xg,outcome,x0,y0,x1,y1
352,Nigeria,2,2,158-Nigeria,0.01177382,Complete,69.0,79.0,55.0,61.0
353,Nigeria,2,2,158-Nigeria,0.01177382,Complete,49.0,56.0,42.0,39.0
354,Nigeria,2,2,158-Nigeria,0.01177382,Complete,42.0,39.0,47.0,3.0
355,Nigeria,2,2,158-Nigeria,0.01177382,Complete,47.0,5.0,64.0,4.0
356,Nigeria,2,2,158-Nigeria,0.01177382,Complete,68.0,3.0,102.0,14.0
357,Nigeria,2,2,158-Nigeria,0.01177382,Complete,98.0,13.0,85.0,20.0
358,Nigeria,2,2,159-Nigeria,0.11512936,Complete,119.0,17.0,108.0,35.0
359,Nigeria,2,2,159-Nigeria,0.11512936,Complete,109.0,37.0,108.0,49.0
360,Croatia,2,2,172-Croatia,0.17380022,Complete,86.0,80.0,99.0,70.0
361,Croatia,2,2,172-Croatia,0.17380022,Complete,107.0,71.0,107.0,63.0
362,France,1,3,3-France,0.033382967,Complete,36.0,80.0,42.0,76.0
363,France,1,3,3-France,0.033382967,Complete,43.0,76.0,38.0,79.0
365,France,1,3,3-France,0.033382967,Complete,48.0,70.0,37.0,60.0
367,France,1,3,3-France,0.033382967,Complete,25.0,59.0,39.0,64.0
368,France,1,3,3-France,0.033382967,Complete,39.0,63.0,21.0,68.0
369,France,1,3,3-France,0.033382967,Complete,15.0,71.0,5.0,48.0
371,France,1,3,3-France,0.033382967,Complete,12.0,38.0,26.0,61.0
372,France,1,3,3-France,0.033382967,Complete,34.0,65.0,44.0,77.0
373,France,1,3,3-France,0.033382967,Complete,41.0,74.0,16.0,47.0
374,France,1,3,3-France,0.033382967,Complete,16.0,43.0,30.0,24.0
375,France,1,3,3-France,0.033382967,Complete,45.0,15.0,51.0,10.0
376,France,1,3,3-France,0.033382967,Complete,51.0,10.0,45.0,18.0
377,France,1,3,3-France,0.033382967,Complete,47.0,21.0,47.0,61.0
378,France,1,3,3-France,0.033382967,Complete,49.0,61.0,71.0,77.0
379,France,1,3,3-France,0.033382967,Complete,73.0,78.0,78.0,78.0
380,France,1,3,3-France,0.033382967,Complete,77.0,78.0,65.0,78.0
381,France,1,3,3-France,0.033382967,Complete,66.0,78.0,66.0,66.0
382,France,1,3,3-France,0.033382967,Complete,52.0,74.0,58.0,63.0
383,France,1,3,3-France,0.033382967,Complete,65.0,65.0,72.0,78.0
384,France,1,3,3-France,0.033382967,Complete,77.0,78.0,107.0,60.0
386,France,1,3,11-France,0.041570134,Complete,54.0,30.0,76.0,3.0
388,France,1,3,11-France,0.041570134,Complete,95.0,30.0,95.0,41.0
389,France,1,3,16-France,0.023818359,Complete,97.0,15.0,108.0,31.0
390,Australia,1,3,25-Australia,0.027607637,Complete,96.0,8.0,110.0,34.0
391,Australia,1,3,32-Australia,0.019019406000000003,Complete,90.0,2.0,105.0,35.0
392,France,1,3,62-France,0.050378084,Complete,54.0,9.0,53.0,26.0
393,France,1,3,62-France,0.050378084,Complete,49.0,26.0,42.0,45.0
394,France,1,3,62-France,0.050378084,Complete,49.0,48.0,59.0,75.0
395,France,1,3,62-France,0.050378084,Complete,57.0,74.0,60.0,66.0
396,France,1,3,62-France,0.050378084,Complete,68.0,66.0,53.0,44.0
397,France,1,3,62-France,0.050378084,Complete,55.0,42.0,64.0,27.0
398,France,1,3,62-France,0.050378084,Complete,68.0,28.0,66.0,41.0
399,France,1,3,62-France,0.050378084,Complete,65.0,46.0,94.0,75.0
400,France,1,3,62-France,0.050378084,Complete,95.0,74.0,82.0,60.0
401,France,1,3,62-France,0.050378084,Complete,85.0,54.0,94.0,41.0
402,France,1,3,62-France,0.050378084,Complete,98.0,37.0,105.0,23.0
404,Australia,1,3,79-Australia,0.02100948,Complete,45.0,46.0,57.0,53.0
405,Australia,1,3,79-Australia,0.02100948,Complete,56.0,45.0,60.0,4.0
406,Australia,1,3,79-Australia,0.02100948,Complete,69.0,3.0,62.0,11.0
407,Australia,1,3,79-Australia,0.02100948,Complete,57.0,11.0,56.0,35.0
408,Australia,1,3,79-Australia,0.02100948,Complete,58.0,36.0,79.0,42.0
409,Australia,1,3,79-Australia,0.02100948,Complete,75.0,39.0,101.0,8.0
412,France,2,3,104-France,0.11177876,Complete,48.0,39.0,65.0,33.0
413,France,2,3,104-France,0.11177876,Complete,70.0,26.0,90.0,20.0
414,France,2,3,104-France,0.11177876,Complete,113.0,27.0,104.0,37.0
415,France,2,3,104-France,0.06688225,Complete,48.0,39.0,65.0,33.0
416,France,2,3,104-France,0.06688225,Complete,70.0,26.0,90.0,20.0
417,France,2,3,104-France,0.06688225,Complete,113.0,27.0,104.0,37.0
419,France,2,3,121-France,0.009462409,Complete,97.0,9.0,99.0,3.0
420,France,2,3,121-France,0.009462409,Complete,99.0,3.0,98.0,15.0
421,France,2,3,121-France,0.009462409,Complete,100.0,12.0,105.0,3.0
422,France,2,3,121-France,0.009462409,Complete,101.0,5.0,81.0,21.0
423,France,2,3,121-France,0.009462409,Complete,80.0,22.0,78.0,60.0
424,France,2,3,121-France,0.009462409,Complete,83.0,60.0,93.0,75.0
425,France,2,3,121-France,0.009462409,Complete,93.0,76.0,117.0,71.0
427,France,2,3,121-France,0.009462409,Complete,35.0,42.0,11.0,35.0
428,France,2,3,121-France,0.009462409,Complete,17.0,31.0,34.0,18.0
429,France,2,3,121-France,0.009462409,Complete,33.0,18.0,51.0,15.0
430,France,2,3,121-France,0.009462409,Complete,54.0,13.0,71.0,4.0
433,France,2,3,148-France,0.061977457000000014,Complete,120.0,80.0,116.0,48.0
437,Australia,2,3,172-Australia,0.050744686,Complete,99.0,33.0,97.0,48.0
438,Iceland,1,4,2-Iceland,0.02143235,Complete,61.0,41.0,45.0,28.0
441,Argentina,1,4,5-Argentina,0.14851512,Complete,88.0,8.0,111.0,43.0
442,Argentina,1,4,13-Argentina,0.024170862999999997,Complete,86.0,65.0,105.0,45.0
443,Iceland,1,4,14-Iceland,0.060888755999999995,Complete,31.0,75.0,102.0,58.0
444,Iceland,1,4,16-Iceland,0.04363545,Complete,90.0,51.0,99.0,56.0
445,Iceland,1,4,16-Iceland,0.1611868,Complete,90.0,51.0,99.0,56.0
447,Argentina,1,4,19-Argentina,0.022574734000000003,Complete,70.0,21.0,85.0,8.0
448,Argentina,1,4,19-Argentina,0.022574734000000003,Complete,86.0,6.0,66.0,8.0
449,Argentina,1,4,19-Argentina,0.022574734000000003,Complete,70.0,7.0,68.0,25.0
450,Argentina,1,4,19-Argentina,0.022574734000000003,Complete,69.0,29.0,81.0,77.0
451,Argentina,1,4,19-Argentina,0.022574734000000003,Complete,88.0,76.0,87.0,76.0
452,Argentina,1,4,19-Argentina,0.022574734000000003,Complete,87.0,59.0,69.0,32.0
453,Argentina,1,4,19-Argentina,0.022574734000000003,Complete,70.0,30.0,76.0,27.0
454,Argentina,1,4,19-Argentina,0.022574734000000003,Complete,76.0,18.0,88.0,18.0
455,Argentina,1,4,19-Argentina,0.022574734000000003,Complete,87.0,20.0,69.0,7.0
456,Argentina,1,4,19-Argentina,0.022574734000000003,Complete,71.0,6.0,55.0,24.0
457,Argentina,1,4,19-Argentina,0.022574734000000003,Complete,56.0,23.0,67.0,25.0
458,Argentina,1,4,19-Argentina,0.022574734000000003,Complete,67.0,42.0,75.0,61.0
459,Argentina,1,4,19-Argentina,0.022574734000000003,Complete,74.0,54.0,74.0,42.0
460,Argentina,1,4,19-Argentina,0.022574734000000003,Complete,95.0,15.0,100.0,5.0
461,Argentina,1,4,19-Argentina,0.022574734000000003,Complete,99.0,4.0,87.0,8.0
462,Argentina,1,4,19-Argentina,0.022574734000000003,Complete,88.0,8.0,81.0,16.0
463,Argentina,1,4,19-Argentina,0.022574734000000003,Complete,87.0,20.0,80.0,29.0
464,Argentina,1,4,19-Argentina,0.022574734000000003,Complete,74.0,31.0,78.0,46.0
465,Argentina,1,4,26-Argentina,0.030986823000000007,Complete,63.0,56.0,72.0,42.0
468,Argentina,1,4,26-Argentina,0.030986823000000007,Complete,73.0,36.0,80.0,4.0
469,Argentina,1,4,26-Argentina,0.030986823000000007,Complete,96.0,24.0,105.0,27.0
470,Argentina,1,4,26-Argentina,0.030986823000000007,Complete,105.0,27.0,111.0,22.0
471,Argentina,1,4,26-Argentina,0.030986823000000007,Complete,113.0,22.0,109.0,25.0
472,Argentina,1,4,26-Argentina,0.030986823000000007,Complete,66.0,8.0,82.0,11.0
473,Argentina,1,4,26-Argentina,0.030986823000000007,Complete,80.0,10.0,74.0,13.0
474,Argentina,1,4,26-Argentina,0.030986823000000007,Complete,66.0,11.0,69.0,21.0
475,Argentina,1,4,26-Argentina,0.030986823000000007,Complete,68.0,27.0,66.0,47.0
476,Argentina,1,4,26-Argentina,0.030986823000000007,Complete,71.0,46.0,73.0,33.0
477,Argentina,1,4,26-Argentina,0.030986823000000007,Complete,74.0,35.0,88.0,23.0
478,Argentina,1,4,26-Argentina,0.030986823000000007,Complete,86.0,30.0,92.0,43.0
479,Argentina,1,4,26-Argentina,0.030986823000000007,Complete,96.0,52.0,90.0,43.0
480,Argentina,1,4,26-Argentina,0.030986823000000007,Complete,88.0,44.0,99.0,74.0
482,Argentina,1,4,26-Argentina,0.030986823000000007,Complete,65.0,43.0,74.0,51.0
483,Argentina,1,4,26-Argentina,0.030986823000000007,Complete,68.0,53.0,93.0,77.0
484,Argentina,1,4,26-Argentina,0.030986823000000007,Complete,109.0,68.0,95.0,68.0
485,Argentina,1,4,26-Argentina,0.030986823000000007,Complete,96.0,14.0,85.0,15.0
486,Argentina,1,4,26-Argentina,0.030986823000000007,Complete,86.0,17.0,83.0,4.0
487,Argentina,1,4,26-Argentina,0.030986823000000007,Complete,81.0,7.0,65.0,15.0
488,Argentina,1,4,26-Argentina,0.030986823000000007,Complete,68.0,27.0,64.0,44.0
490,Argentina,1,4,26-Argentina,0.030986823000000007,Complete,81.0,5.0,68.0,13.0
491,Argentina,1,4,26-Argentina,0.030986823000000007,Complete,71.0,14.0,70.0,31.0
492,Argentina,1,4,26-Argentina,0.030986823000000007,Complete,70.0,31.0,75.0,51.0
493,Argentina,1,4,26-Argentina,0.030986823000000007,Complete,87.0,56.0,89.0,74.0
494,Argentina,1,4,26-Argentina,0.030986823000000007,Complete,84.0,72.0,87.0,59.0
496,Argentina,1,4,26-Argentina,0.030986823000000007,Complete,83.0,60.0,77.0,49.0
497,Argentina,1,4,26-Argentina,0.030986823000000007,Complete,87.0,60.0,86.0,65.0
498,Argentina,1,4,26-Argentina,0.030986823000000007,Complete,86.0,63.0,89.0,76.0
500,Argentina,1,4,27-Argentina,0.017576769000000003,Complete,54.0,41.0,57.0,56.0
501,Argentina,1,4,27-Argentina,0.017576769000000003,Complete,65.0,55.0,88.0,54.0
502,Argentina,1,4,27-Argentina,0.017576769000000003,Complete,89.0,55.0,98.0,75.0
503,Argentina,1,4,27-Argentina,0.017576769000000003,Complete,100.0,71.0,92.0,67.0
504,Argentina,1,4,27-Argentina,0.017576769000000003,Complete,94.0,61.0,80.0,52.0
505,Argentina,1,4,27-Argentina,0.017576769000000003,Complete,77.0,49.0,73.0,16.0
506,Argentina,1,4,27-Argentina,0.11747005599999999,Complete,54.0,41.0,57.0,56.0
507,Argentina,1,4,27-Argentina,0.11747005599999999,Complete,65.0,55.0,88.0,54.0
508,Argentina,1,4,27-Argentina,0.11747005599999999,Complete,89.0,55.0,98.0,75.0
509,Argentina,1,4,27-Argentina,0.11747005599999999,Complete,100.0,71.0,92.0,67.0
510,Argentina,1,4,27-Argentina,0.11747005599999999,Complete,94.0,61.0,80.0,52.0
511,Argentina,1,4,27-Argentina,0.11747005599999999,Complete,77.0,49.0,73.0,16.0
512,Argentina,1,4,29-Argentina,0.022280727,Complete,20.0,3.0,32.0,3.0
513,Argentina,1,4,29-Argentina,0.022280727,Complete,45.0,31.0,45.0,43.0
514,Argentina,1,4,29-Argentina,0.022280727,Complete,66.0,44.0,101.0,6.0
516,Argentina,1,4,29-Argentina,0.022280727,Complete,91.0,24.0,81.0,13.0
517,Argentina,1,4,29-Argentina,0.022280727,Complete,81.0,12.0,75.0,25.0
518,Argentina,1,4,29-Argentina,0.022280727,Complete,76.0,25.0,64.0,44.0
519,Argentina,1,4,29-Argentina,0.022280727,Complete,64.0,44.0,63.0,34.0
520,Argentina,1,4,29-Argentina,0.022280727,Complete,64.0,34.0,70.0,40.0
521,Argentina,1,4,29-Argentina,0.022280727,Complete,67.0,36.0,69.0,15.0
522,Argentina,1,4,29-Argentina,0.022280727,Complete,76.0,12.0,88.0,17.0
523,Argentina,1,4,29-Argentina,0.022280727,Complete,86.0,21.0,76.0,19.0
524,Argentina,1,4,29-Argentina,0.022280727,Complete,74.0,14.0,68.0,26.0
525,Argentina,1,4,29-Argentina,0.022280727,Complete,67.0,28.0,69.0,58.0
526,Argentina,1,4,29-Argentina,0.022280727,Complete,70.0,58.0,76.0,51.0
527,Argentina,1,4,29-Argentina,0.022280727,Complete,74.0,52.0,54.0,55.0
528,Argentina,1,4,29-Argentina,0.022280727,Complete,56.0,54.0,64.0,59.0
529,Argentina,1,4,29-Argentina,0.022280727,Complete,63.0,58.0,58.0,44.0
530,Argentina,1,4,29-Argentina,0.022280727,Complete,62.0,45.0,73.0,42.0
532,Iceland,1,4,33-Iceland,0.34145403,Complete,57.0,73.0,65.0,65.0
533,Iceland,1,4,33-Iceland,0.34145403,Complete,59.0,69.0,71.0,78.0
534,Iceland,1,4,33-Iceland,0.34145403,Complete,73.0,78.0,70.0,71.0
535,Iceland,1,4,33-Iceland,0.34145403,Complete,76.0,74.0,84.0,79.0
536,Iceland,1,4,33-Iceland,0.34145403,Complete,86.0,79.0,106.0,78.0
537,Iceland,1,4,33-Iceland,0.34145403,Complete,106.0,77.0,114.0,40.0
538,Iceland,1,4,33-Iceland,0.34145403,Complete,106.0,22.0,109.0,63.0
540,Iceland,1,4,33-Iceland,0.30160245,Complete,57.0,73.0,65.0,65.0
541,Iceland,1,4,33-Iceland,0.30160245,Complete,59.0,69.0,71.0,78.0
542,Iceland,1,4,33-Iceland,0.30160245,Complete,73.0,78.0,70.0,71.0
543,Iceland,1,4,33-Iceland,0.30160245,Complete,76.0,74.0,84.0,79.0
544,Iceland,1,4,33-Iceland,0.30160245,Complete,86.0,79.0,106.0,78.0
545,Iceland,1,4,33-Iceland,0.30160245,Complete,106.0,77.0,114.0,40.0
546,Iceland,1,4,33-Iceland,0.30160245,Complete,106.0,22.0,109.0,63.0
548,Argentina,1,4,40-Argentina,0.024481881,Complete,120.0,1.0,111.0,35.0
549,Argentina,1,4,41-Argentina,0.02527951,Complete,120.0,1.0,109.0,34.0
550,Argentina,1,4,49-Argentina,0.031602383000000005,Complete,67.0,37.0,71.0,22.0
551,Argentina,1,4,49-Argentina,0.031602383000000005,Complete,72.0,21.0,85.0,21.0
552,Argentina,1,4,49-Argentina,0.031602383000000005,Complete,89.0,22.0,74.0,21.0
553,Argentina,1,4,49-Argentina,0.031602383000000005,Complete,74.0,21.0,70.0,31.0
554,Argentina,1,4,49-Argentina,0.031602383000000005,Complete,68.0,35.0,66.0,58.0
555,Argentina,1,4,49-Argentina,0.031602383000000005,Complete,65.0,54.0,64.0,26.0
556,Argentina,1,4,49-Argentina,0.031602383000000005,Complete,68.0,28.0,72.0,11.0
557,Argentina,1,4,49-Argentina,0.031602383000000005,Complete,71.0,13.0,86.0,24.0
558,Argentina,1,4,49-Argentina,0.031602383000000005,Complete,82.0,29.0,82.0,48.0
559,Argentina,1,4,49-Argentina,0.031602383000000005,Complete,27.0,58.0,42.0,51.0
560,Argentina,1,4,49-Argentina,0.031602383000000005,Complete,40.0,41.0,38.0,9.0
561,Argentina,1,4,49-Argentina,0.031602383000000005,Complete,48.0,5.0,45.0,16.0
562,Argentina,1,4,49-Argentina,0.031602383000000005,Complete,44.0,20.0,52.0,35.0
563,Argentina,1,4,49-Argentina,0.031602383000000005,Complete,54.0,43.0,58.0,57.0
564,Argentina,1,4,49-Argentina,0.031602383000000005,Complete,68.0,53.0,82.0,60.0
565,Argentina,1,4,49-Argentina,0.031602383000000005,Complete,86.0,57.0,85.0,47.0
566,Argentina,1,4,49-Argentina,0.031602383000000005,Complete,88.0,42.0,99.0,30.0
567,Argentina,1,4,49-Argentina,0.031602383000000005,Complete,100.0,28.0,92.0,28.0
568,Argentina,1,4,54-Argentina,0.023017397,Complete,65.0,4.0,70.0,7.0
569,Argentina,1,4,54-Argentina,0.023017397,Complete,62.0,12.0,65.0,53.0
570,Argentina,1,4,54-Argentina,0.023017397,Complete,69.0,55.0,64.0,48.0
571,Argentina,1,4,54-Argentina,0.023017397,Complete,66.0,42.0,66.0,11.0
572,Argentina,1,4,54-Argentina,0.023017397,Complete,69.0,9.0,78.0,13.0
573,Argentina,1,4,54-Argentina,0.023017397,Complete,79.0,14.0,69.0,13.0
574,Argentina,1,4,54-Argentina,0.023017397,Complete,72.0,14.0,83.0,9.0
575,Argentina,1,4,54-Argentina,0.023017397,Complete,84.0,7.0,81.0,17.0
576,Argentina,1,4,54-Argentina,0.023017397,Complete,82.0,20.0,78.0,51.0
577,Argentina,1,4,54-Argentina,0.023017397,Complete,75.0,50.0,83.0,59.0
578,Argentina,1,4,54-Argentina,0.023017397,Complete,87.0,67.0,93.0,76.0
579,Argentina,1,4,54-Argentina,0.023017397,Complete,95.0,70.0,79.0,56.0
580,Argentina,1,4,54-Argentina,0.023017397,Complete,83.0,53.0,75.0,25.0
581,Argentina,1,4,54-Argentina,0.023017397,Complete,77.0,25.0,87.0,23.0
582,Argentina,1,4,54-Argentina,0.023017397,Complete,89.0,23.0,99.0,7.0
583,Argentina,1,4,54-Argentina,0.023017397,Complete,96.0,6.0,93.0,16.0
584,Argentina,1,4,54-Argentina,0.023017397,Complete,94.0,21.0,92.0,27.0
585,Argentina,1,4,54-Argentina,0.023017397,Complete,92.0,25.0,103.0,24.0
586,Argentina,1,4,54-Argentina,0.023017397,Complete,104.0,24.0,101.0,24.0
587,Argentina,1,4,59-Argentina,0.06704550000000001,Complete,120.0,79.0,114.0,46.0
588,Iceland,1,4,62-Iceland,0.033038599999999994,Complete,69.0,1.0,65.0,39.0
589,Iceland,1,4,62-Iceland,0.033038599999999994,Complete,66.0,40.0,111.0,23.0
590,Iceland,1,4,62-Iceland,0.033038599999999994,Complete,117.0,23.0,106.0,22.0
591,Iceland,1,4,63-Iceland,0.036398467,Complete,66.0,9.0,99.0,54.0
592,Iceland,1,4,63-Iceland,0.036398467,Complete,99.0,54.0,103.0,36.0
593,Iceland,1,4,63-Iceland,0.036398467,Complete,103.0,36.0,105.0,39.0
594,Iceland,1,4,63-Iceland,0.036398467,Complete,105.0,39.0,104.0,35.0
595,Iceland,1,4,63-Iceland,0.036398467,Complete,105.0,36.0,102.0,29.0
596,Argentina,2,4,67-Argentina,0.044450566,Complete,119.0,2.0,111.0,43.0
597,Iceland,2,4,72-Iceland,0.030675782,Complete,66.0,52.0,44.0,64.0
598,Iceland,2,4,72-Iceland,0.030675782,Complete,47.0,69.0,57.0,78.0
599,Iceland,2,4,72-Iceland,0.030675782,Complete,58.0,78.0,76.0,78.0
600,Iceland,2,4,72-Iceland,0.030675782,Complete,75.0,78.0,71.0,69.0
601,Iceland,2,4,72-Iceland,0.030675782,Complete,71.0,69.0,71.0,75.0
603,Iceland,2,4,72-Iceland,0.030675782,Complete,74.0,55.0,64.0,45.0
604,Iceland,2,4,72-Iceland,0.030675782,Complete,65.0,35.0,81.0,3.0
606,Argentina,2,4,78-Argentina,0.07803119,Complete,37.0,67.0,42.0,50.0
607,Argentina,2,4,78-Argentina,0.07803119,Complete,36.0,48.0,43.0,78.0
608,Argentina,2,4,78-Argentina,0.07803119,Complete,46.0,74.0,35.0,68.0
609,Argentina,2,4,78-Argentina,0.07803119,Complete,36.0,66.0,48.0,43.0
610,Argentina,2,4,78-Argentina,0.07803119,Complete,54.0,50.0,53.0,35.0
611,Argentina,2,4,78-Argentina,0.07803119,Complete,55.0,28.0,75.0,5.0
612,Argentina,2,4,78-Argentina,0.07803119,Complete,72.0,4.0,64.0,11.0
613,Argentina,2,4,78-Argentina,0.07803119,Complete,67.0,8.0,67.0,21.0
614,Argentina,2,4,78-Argentina,0.07803119,Complete,67.0,19.0,68.0,38.0
615,Argentina,2,4,78-Argentina,0.07803119,Complete,68.0,30.0,82.0,9.0
616,Argentina,2,4,78-Argentina,0.07803119,Complete,88.0,11.0,92.0,20.0
617,Argentina,2,4,78-Argentina,0.07803119,Complete,91.0,20.0,86.0,12.0
618,Argentina,2,4,78-Argentina,0.07803119,Complete,86.0,13.0,80.0,12.0
619,Argentina,2,4,78-Argentina,0.07803119,Complete,81.0,10.0,73.0,30.0
620,Argentina,2,4,78-Argentina,0.07803119,Complete,75.0,33.0,93.0,74.0
621,Argentina,2,4,78-Argentina,0.07803119,Complete,98.0,74.0,73.0,56.0
622,Argentina,2,4,78-Argentina,0.07803119,Complete,83.0,58.0,89.0,69.0
623,Argentina,2,4,78-Argentina,0.07803119,Complete,89.0,67.0,78.0,50.0
624,Argentina,2,4,78-Argentina,0.07803119,Complete,79.0,51.0,86.0,29.0
625,Argentina,2,4,78-Argentina,0.07803119,Complete,86.0,30.0,101.0,4.0
626,Argentina,2,4,78-Argentina,0.07803119,Complete,97.0,3.0,98.0,13.0
627,Argentina,2,4,78-Argentina,0.07803119,Complete,94.0,18.0,79.0,19.0
628,Argentina,2,4,78-Argentina,0.07803119,Complete,74.0,27.0,86.0,41.0
630,Argentina,2,4,79-Argentina,0.028912688,Complete,91.0,47.0,86.0,39.0
631,Argentina,2,4,79-Argentina,0.028912688,Complete,87.0,44.0,102.0,54.0
633,Argentina,2,4,85-Argentina,0.048812483,Complete,78.0,68.0,78.0,58.0
634,Argentina,2,4,85-Argentina,0.048812483,Complete,89.0,48.0,94.0,41.0
636,Argentina,2,4,89-Argentina,0.76,Complete,93.0,31.0,84.0,50.0
637,Argentina,2,4,89-Argentina,0.76,Complete,84.0,44.0,74.0,27.0
638,Argentina,2,4,89-Argentina,0.76,Complete,74.0,20.0,56.0,28.0
639,Argentina,2,4,91-Argentina,0.018791141,Complete,119.0,80.0,105.0,78.0
640,Argentina,2,4,91-Argentina,0.018791141,Complete,57.0,76.0,57.0,54.0
641,Argentina,2,4,91-Argentina,0.018791141,Complete,60.0,51.0,68.0,27.0
642,Argentina,2,4,91-Argentina,0.018791141,Complete,68.0,27.0,74.0,8.0
643,Argentina,2,4,91-Argentina,0.018791141,Complete,73.0,11.0,58.0,28.0
644,Argentina,2,4,91-Argentina,0.018791141,Complete,62.0,34.0,76.0,26.0
645,Argentina,2,4,91-Argentina,0.018791141,Complete,73.0,26.0,58.0,33.0
646,Argentina,2,4,91-Argentina,0.018791141,Complete,59.0,34.0,58.0,54.0
647,Argentina,2,4,91-Argentina,0.018791141,Complete,57.0,55.0,68.0,78.0
648,Argentina,2,4,91-Argentina,0.018791141,Complete,68.0,77.0,83.0,57.0
650,Argentina,2,4,98-Argentina,0.024525665,Complete,35.0,45.0,50.0,25.0
651,Argentina,2,4,98-Argentina,0.024525665,Complete,68.0,26.0,87.0,45.0
652,Argentina,2,4,98-Argentina,0.024525665,Complete,93.0,20.0,78.0,19.0
653,Argentina,2,4,98-Argentina,0.024525665,Complete,85.0,24.0,76.0,73.0
654,Argentina,2,4,98-Argentina,0.024525665,Complete,77.0,71.0,86.0,45.0
655,Argentina,2,4,98-Argentina,0.024525665,Complete,91.0,52.0,80.0,69.0
656,Argentina,2,4,98-Argentina,0.024525665,Complete,80.0,66.0,91.0,53.0
657,Argentina,2,4,98-Argentina,0.024525665,Complete,93.0,51.0,68.0,61.0
658,Argentina,2,4,98-Argentina,0.024525665,Complete,67.0,55.0,66.0,35.0
659,Argentina,2,4,98-Argentina,0.024525665,Complete,67.0,30.0,76.0,24.0
660,Argentina,2,4,98-Argentina,0.024525665,Complete,87.0,18.0,95.0,20.0
661,Argentina,2,4,98-Argentina,0.024525665,Complete,95.0,20.0,92.0,15.0
662,Argentina,2,4,98-Argentina,0.024525665,Complete,89.0,14.0,92.0,26.0
663,Argentina,2,4,98-Argentina,0.024525665,Complete,92.0,26.0,86.0,19.0
664,Argentina,2,4,98-Argentina,0.024525665,Complete,80.0,19.0,76.0,48.0
665,Argentina,2,4,98-Argentina,0.024525665,Complete,74.0,48.0,67.0,52.0
666,Argentina,2,4,98-Argentina,0.024525665,Complete,67.0,51.0,74.0,27.0
667,Argentina,2,4,98-Argentina,0.024525665,Complete,69.0,29.0,68.0,20.0
668,Argentina,2,4,98-Argentina,0.024525665,Complete,69.0,19.0,69.0,27.0
669,Argentina,2,4,98-Argentina,0.024525665,Complete,72.0,29.0,80.0,41.0
671,Argentina,2,4,98-Argentina,0.024525665,Complete,83.0,14.0,87.0,5.0
672,Argentina,2,4,98-Argentina,0.024525665,Complete,88.0,3.0,80.0,6.0
673,Argentina,2,4,98-Argentina,0.024525665,Complete,81.0,3.0,73.0,13.0
674,Argentina,2,4,98-Argentina,0.024525665,Complete,72.0,22.0,82.0,33.0
675,Argentina,2,4,98-Argentina,0.024525665,Complete,83.0,30.0,96.0,35.0
676,Argentina,2,4,98-Argentina,0.024525665,Complete,96.0,34.0,91.0,42.0
677,Argentina,2,4,98-Argentina,0.024525665,Complete,88.0,38.0,94.0,30.0
678,Argentina,2,4,98-Argentina,0.024525665,Complete,91.0,29.0,79.0,31.0
679,Argentina,2,4,98-Argentina,0.024525665,Complete,74.0,28.0,93.0,73.0
681,Argentina,2,4,98-Argentina,0.024525665,Complete,74.0,77.0,71.0,62.0
682,Argentina,2,4,98-Argentina,0.024525665,Complete,73.0,62.0,72.0,27.0
683,Argentina,2,4,98-Argentina,0.024525665,Complete,70.0,22.0,58.0,37.0
684,Argentina,2,4,98-Argentina,0.024525665,Complete,59.0,34.0,64.0,44.0
685,Argentina,2,4,98-Argentina,0.024525665,Complete,65.0,42.0,70.0,47.0
686,Argentina,2,4,98-Argentina,0.024525665,Complete,89.0,49.0,100.0,52.0
687,Argentina,2,4,98-Argentina,0.024525665,Complete,100.0,52.0,99.0,66.0
688,Argentina,2,4,98-Argentina,0.024525665,Complete,109.0,62.0,104.0,61.0
689,Argentina,2,4,98-Argentina,0.024525665,Complete,63.0,34.0,85.0,3.0
691,Argentina,2,4,101-Argentina,0.017025283999999998,Complete,32.0,45.0,21.0,31.0
693,Argentina,2,4,101-Argentina,0.017025283999999998,Complete,91.0,39.0,99.0,28.0
694,Argentina,2,4,101-Argentina,0.017025283999999998,Complete,98.0,29.0,95.0,26.0
695,Argentina,2,4,101-Argentina,0.017025283999999998,Complete,95.0,25.0,98.0,19.0
697,Argentina,2,4,118-Argentina,0.043929283,Complete,52.0,54.0,65.0,60.0
698,Argentina,2,4,118-Argentina,0.043929283,Complete,84.0,65.0,94.0,54.0
699,Argentina,2,4,120-Argentina,0.028638465,Complete,33.0,79.0,16.0,70.0
700,Argentina,2,4,120-Argentina,0.028638465,Complete,17.0,62.0,23.0,37.0
701,Argentina,2,4,120-Argentina,0.028638465,Complete,41.0,40.0,49.0,28.0
702,Argentina,2,4,120-Argentina,0.028638465,Complete,67.0,24.0,85.0,3.0
703,Argentina,2,4,120-Argentina,0.028638465,Complete,82.0,3.0,67.0,6.0
