,team,period,id_match,possession,xg,outcome,x0,y0,x1,y1
5821,Argentina,1,37,55-Argentina,0.17647308,Complete,71.0,58.0,83.0,78.0
5822,Argentina,1,37,55-Argentina,0.17647308,Complete,85.0,74.0,112.0,52.0
5823,Argentina,1,37,61-Argentina,0.086157694,Complete,22.0,52.0,34.0,75.0
5824,Argentina,1,37,72-Argentina,0.05346671,Complete,70.0,4.0,37.0,78.0
5825,Argentina,1,37,72-Argentina,0.05346671,Complete,37.0,78.0,32.0,70.0
5827,Argentina,1,37,72-Argentina,0.05346671,Complete,93.0,74.0,95.0,64.0
5829,Argentina,1,37,72-Argentina,0.05346671,Complete,97.0,61.0,94.0,57.0
5830,Argentina,1,37,72-Argentina,0.05346671,Complete,94.0,57.0,101.0,60.0
5831,Argentina,1,37,72-Argentina,0.05346671,Complete,101.0,59.0,99.0,48.0
5832,Argentina,1,37,72-Argentina,0.05346671,Complete,100.0,40.0,108.0,26.0
5833,Argentina,1,37,72-Argentina,0.05346671,Complete,89.0,14.0,76.0,19.0
5834,Argentina,1,37,72-Argentina,0.05346671,Complete,75.0,17.0,58.0,31.0
5835,Argentina,1,37,72-Argentina,0.05346671,Complete,58.0,30.0,59.0,52.0
5836,Argentina,1,37,72-Argentina,0.05346671,Complete,69.0,72.0,74.0,79.0
5837,Argentina,1,37,72-Argentina,0.05346671,Complete,74.0,79.0,74.0,72.0
5838,Argentina,1,37,72-Argentina,0.05346671,Complete,73.0,72.0,70.0,79.0
5839,Argentina,1,37,72-Argentina,0.05346671,Complete,55.0,77.0,26.0,50.0
5843,Nigeria,1,37,89-Nigeria,0.026643972999999998,Complete,99.0,71.0,85.0,68.0
5844,Nigeria,1,37,89-Nigeria,0.026643972999999998,Complete,86.0,66.0,104.0,50.0
5846,Nigeria,2,37,140-Nigeria,0.031723164000000005,Complete,27.0,25.0,31.0,21.0
5847,Nigeria,2,37,140-Nigeria,0.031723164000000005,Complete,31.0,21.0,34.0,30.0
5848,Nigeria,2,37,140-Nigeria,0.031723164000000005,Complete,34.0,30.0,40.0,27.0
5849,Nigeria,2,37,140-Nigeria,0.031723164000000005,Complete,46.0,25.0,45.0,20.0
5850,Nigeria,2,37,140-Nigeria,0.031723164000000005,Complete,53.0,18.0,66.0,22.0
5851,Nigeria,2,37,140-Nigeria,0.031723164000000005,Complete,81.0,13.0,94.0,7.0
5852,Nigeria,2,37,140-Nigeria,0.031723164000000005,Complete,100.0,10.0,98.0,32.0
5853,Nigeria,2,37,140-Nigeria,0.031723164000000005,Complete,97.0,33.0,92.0,44.0
5854,Nigeria,2,37,151-Nigeria,0.14761966,Complete,50.0,9.0,76.0,12.0
5856,Argentina,2,37,153-Argentina,0.03282676,Complete,55.0,22.0,37.0,24.0
5857,Argentina,2,37,153-Argentina,0.03282676,Complete,43.0,26.0,47.0,62.0
5858,Argentina,2,37,153-Argentina,0.03282676,Complete,46.0,64.0,39.0,51.0
5859,Argentina,2,37,153-Argentina,0.03282676,Complete,63.0,44.0,48.0,22.0
5860,Argentina,2,37,153-Argentina,0.03282676,Complete,48.0,22.0,63.0,3.0
5861,Argentina,2,37,153-Argentina,0.03282676,Complete,67.0,3.0,46.0,13.0
5862,Argentina,2,37,153-Argentina,0.03282676,Complete,68.0,26.0,79.0,16.0
5863,Argentina,2,37,153-Argentina,0.03282676,Complete,92.0,10.0,102.0,2.0
5864,Argentina,2,37,153-Argentina,0.03282676,Complete,99.0,9.0,89.0,11.0
5865,Argentina,2,37,153-Argentina,0.03282676,Complete,89.0,14.0,89.0,22.0
5866,Argentina,2,37,153-Argentina,0.03282676,Complete,83.0,15.0,94.0,5.0
5868,Argentina,2,37,153-Argentina,0.03282676,Complete,71.0,35.0,76.0,34.0
5869,Argentina,2,37,153-Argentina,0.03282676,Complete,78.0,31.0,84.0,25.0
5870,Argentina,2,37,153-Argentina,0.03282676,Complete,100.0,22.0,111.0,18.0
5871,Argentina,2,37,153-Argentina,0.03282676,Complete,110.0,18.0,110.0,35.0
5872,Argentina,2,37,153-Argentina,0.03282676,Complete,84.0,77.0,89.0,60.0
5873,Argentina,2,37,153-Argentina,0.03282676,Complete,90.0,63.0,79.0,63.0
5874,Argentina,2,37,153-Argentina,0.03282676,Complete,82.0,63.0,88.0,70.0
5875,Argentina,2,37,153-Argentina,0.03282676,Complete,93.0,69.0,87.0,55.0
5876,Argentina,2,37,153-Argentina,0.03282676,Complete,87.0,55.0,88.0,45.0
5877,Argentina,2,37,153-Argentina,0.03282676,Complete,86.0,43.0,92.0,32.0
5878,Argentina,2,37,153-Argentina,0.03282676,Complete,92.0,32.0,98.0,43.0
5879,Argentina,2,37,153-Argentina,0.03282676,Complete,101.0,40.0,102.0,38.0
5880,Argentina,2,37,153-Argentina,0.03282676,Complete,106.0,35.0,106.0,23.0
5881,Argentina,2,37,155-Argentina,0.1579142,Complete,76.0,53.0,89.0,41.0
5882,Argentina,2,37,155-Argentina,0.1579142,Complete,83.0,41.0,83.0,23.0
5883,Argentina,2,37,155-Argentina,0.1579142,Complete,95.0,17.0,111.0,14.0
5884,Argentina,2,37,155-Argentina,0.1579142,Complete,112.0,13.0,109.0,36.0
5886,Nigeria,2,37,161-Nigeria,0.096971646,Complete,83.0,20.0,88.0,33.0
5887,Nigeria,2,37,161-Nigeria,0.096971646,Complete,87.0,29.0,95.0,10.0
5888,Nigeria,2,37,161-Nigeria,0.096971646,Complete,94.0,7.0,107.0,18.0
5890,Argentina,2,37,163-Argentina,0.07015561000000001,Complete,47.0,42.0,57.0,3.0
5891,Argentina,2,37,163-Argentina,0.07015561000000001,Complete,57.0,3.0,53.0,5.0
5892,Argentina,2,37,163-Argentina,0.07015561000000001,Complete,57.0,11.0,71.0,16.0
5893,Argentina,2,37,163-Argentina,0.07015561000000001,Complete,71.0,16.0,78.0,4.0
5894,Argentina,2,37,163-Argentina,0.07015561000000001,Complete,78.0,5.0,71.0,19.0
5895,Argentina,2,37,163-Argentina,0.07015561000000001,Complete,66.0,24.0,54.0,33.0
5896,Argentina,2,37,163-Argentina,0.07015561000000001,Complete,58.0,39.0,62.0,64.0
5898,Argentina,2,37,163-Argentina,0.07015561000000001,Complete,53.0,67.0,58.0,44.0
5899,Argentina,2,37,163-Argentina,0.07015561000000001,Complete,66.0,43.0,107.0,23.0
5900,Argentina,2,37,163-Argentina,0.07015561000000001,Complete,25.0,57.0,34.0,46.0
5901,Argentina,2,37,163-Argentina,0.07015561000000001,Complete,38.0,46.0,48.0,40.0
5902,Argentina,2,37,163-Argentina,0.07015561000000001,Complete,65.0,41.0,83.0,27.0
5903,Argentina,2,37,163-Argentina,0.07015561000000001,Complete,90.0,23.0,113.0,7.0
5904,Argentina,2,37,163-Argentina,0.07015561000000001,Complete,113.0,5.0,102.0,4.0
5905,Argentina,2,37,163-Argentina,0.07015561000000001,Complete,102.0,9.0,101.0,26.0
5907,Argentina,2,37,163-Argentina,0.07015561000000001,Complete,72.0,75.0,72.0,61.0
5908,Argentina,2,37,163-Argentina,0.07015561000000001,Complete,72.0,61.0,75.0,44.0
5909,Argentina,2,37,163-Argentina,0.07015561000000001,Complete,76.0,46.0,89.0,54.0
5910,Argentina,2,37,163-Argentina,0.07015561000000001,Complete,85.0,61.0,107.0,76.0
5911,Argentina,2,37,163-Argentina,0.07015561000000001,Complete,111.0,76.0,108.0,37.0
5912,Brazil,1,38,7-Brazil,0.08920665,Complete,56.0,69.0,66.0,56.0
5913,Brazil,1,38,7-Brazil,0.08920665,Complete,104.0,48.0,102.0,36.0
5914,Brazil,1,38,10-Brazil,0.14380509,Complete,50.0,4.0,81.0,11.0
5915,Brazil,1,38,10-Brazil,0.14380509,Complete,80.0,11.0,73.0,23.0
5916,Brazil,1,38,10-Brazil,0.14380509,Complete,73.0,23.0,114.0,28.0
5917,Serbia,1,38,30-Serbia,0.023055182999999996,Complete,93.0,68.0,100.0,62.0
5918,Serbia,1,38,30-Serbia,0.023055182999999996,Complete,99.0,62.0,97.0,55.0
5919,Serbia,1,38,31-Serbia,0.021833975,Complete,119.0,3.0,108.0,45.0
5921,Serbia,1,38,31-Serbia,0.021833975,Complete,94.0,32.0,87.0,23.0
5922,Serbia,1,38,31-Serbia,0.021833975,Complete,89.0,16.0,96.0,3.0
5923,Serbia,1,38,31-Serbia,0.021833975,Complete,94.0,3.0,76.0,6.0
5924,Serbia,1,38,31-Serbia,0.021833975,Complete,58.0,6.0,27.0,41.0
5926,Serbia,1,38,31-Serbia,0.021833975,Complete,68.0,62.0,86.0,72.0
5927,Serbia,1,38,31-Serbia,0.021833975,Complete,88.0,58.0,84.0,45.0
5928,Serbia,1,38,31-Serbia,0.021833975,Complete,83.0,9.0,99.0,3.0
5929,Serbia,1,38,31-Serbia,0.021833975,Complete,99.0,4.0,105.0,13.0
5930,Serbia,1,38,31-Serbia,0.021833975,Complete,116.0,13.0,111.0,41.0
5931,Brazil,1,38,43-Brazil,0.08008471,Complete,65.0,2.0,77.0,10.0
5932,Brazil,1,38,43-Brazil,0.08008471,Complete,76.0,9.0,71.0,12.0
5933,Brazil,1,38,43-Brazil,0.08008471,Complete,71.0,12.0,67.0,4.0
5934,Brazil,1,38,43-Brazil,0.08008471,Complete,67.0,7.0,76.0,9.0
5935,Brazil,1,38,43-Brazil,0.08008471,Complete,66.0,3.0,63.0,54.0
5936,Brazil,1,38,43-Brazil,0.08008471,Complete,66.0,55.0,79.0,79.0
5937,Brazil,1,38,43-Brazil,0.08008471,Complete,70.0,78.0,56.0,46.0
5938,Brazil,1,38,43-Brazil,0.08008471,Complete,64.0,38.0,65.0,23.0
5939,Brazil,1,38,43-Brazil,0.08008471,Complete,65.0,23.0,86.0,26.0
5940,Brazil,1,38,43-Brazil,0.08008471,Complete,88.0,26.0,94.0,15.0
5941,Brazil,1,38,43-Brazil,0.08008471,Complete,101.0,20.0,112.0,20.0
5943,Brazil,1,38,48-Brazil,0.08947645,Complete,50.0,31.0,55.0,6.0
5944,Brazil,1,38,48-Brazil,0.08947645,Complete,57.0,6.0,65.0,3.0
5945,Brazil,1,38,48-Brazil,0.08947645,Complete,64.0,4.0,56.0,11.0
5946,Brazil,1,38,48-Brazil,0.08947645,Complete,54.0,12.0,56.0,3.0
5947,Brazil,1,38,48-Brazil,0.08947645,Complete,53.0,8.0,93.0,22.0
5948,Serbia,1,38,57-Serbia,0.07704537,Complete,48.0,27.0,47.0,29.0
5949,Serbia,1,38,57-Serbia,0.07704537,Complete,57.0,35.0,63.0,31.0
5950,Serbia,1,38,57-Serbia,0.07704537,Complete,67.0,27.0,91.0,3.0
5951,Serbia,1,38,57-Serbia,0.07704537,Complete,112.0,6.0,101.0,5.0
5952,Serbia,1,38,57-Serbia,0.07704537,Complete,101.0,5.0,111.0,28.0
5953,Serbia,1,38,57-Serbia,0.07704537,Complete,119.0,23.0,110.0,42.0
5954,Serbia,1,38,57-Serbia,0.07704537,Complete,23.0,69.0,8.0,41.0
5956,Brazil,1,38,61-Brazil,0.21219607,Complete,53.0,29.0,56.0,19.0
5957,Brazil,1,38,61-Brazil,0.21219607,Complete,67.0,29.0,106.0,43.0
5959,Brazil,1,38,82-Brazil,0.023824431,Complete,103.0,2.0,81.0,10.0
5960,Brazil,1,38,82-Brazil,0.023824431,Complete,89.0,10.0,101.0,3.0
5961,Brazil,1,38,82-Brazil,0.023824431,Complete,101.0,6.0,94.0,11.0
5962,Brazil,1,38,82-Brazil,0.023824431,Complete,102.0,12.0,104.0,14.0
5963,Serbia,2,38,101-Serbia,0.020658845,Complete,56.0,33.0,54.0,42.0
5964,Serbia,2,38,101-Serbia,0.020658845,Complete,61.0,54.0,34.0,52.0
5965,Serbia,2,38,101-Serbia,0.020658845,Complete,34.0,56.0,9.0,39.0
5966,Serbia,2,38,101-Serbia,0.020658845,Complete,10.0,38.0,26.0,20.0
5967,Serbia,2,38,101-Serbia,0.020658845,Complete,27.0,23.0,39.0,32.0
5968,Serbia,2,38,101-Serbia,0.020658845,Complete,57.0,24.0,62.0,27.0
5969,Serbia,2,38,101-Serbia,0.020658845,Complete,61.0,42.0,76.0,78.0
5970,Serbia,2,38,101-Serbia,0.020658845,Complete,76.0,78.0,75.0,71.0
5971,Serbia,2,38,101-Serbia,0.020658845,Complete,74.0,71.0,72.0,47.0
5972,Serbia,2,38,101-Serbia,0.020658845,Complete,81.0,47.0,106.0,5.0
5973,Serbia,2,38,101-Serbia,0.020658845,Complete,112.0,4.0,94.0,8.0
5974,Serbia,2,38,101-Serbia,0.020658845,Complete,94.0,8.0,94.0,20.0
5976,Serbia,2,38,101-Serbia,0.020658845,Complete,86.0,52.0,97.0,66.0
5977,Serbia,2,38,101-Serbia,0.020658845,Complete,79.0,70.0,65.0,62.0
5978,Serbia,2,38,101-Serbia,0.020658845,Complete,65.0,63.0,74.0,64.0
5979,Serbia,2,38,101-Serbia,0.020658845,Complete,74.0,61.0,67.0,21.0
5980,Serbia,2,38,101-Serbia,0.020658845,Complete,81.0,26.0,83.0,32.0
5981,Serbia,2,38,101-Serbia,0.020658845,Complete,81.0,32.0,72.0,31.0
5982,Serbia,2,38,101-Serbia,0.020658845,Complete,73.0,30.0,76.0,54.0
5983,Serbia,2,38,101-Serbia,0.020658845,Complete,81.0,45.0,93.0,48.0
5984,Serbia,2,38,101-Serbia,0.020658845,Complete,88.0,58.0,74.0,51.0
5985,Serbia,2,38,101-Serbia,0.020658845,Complete,74.0,51.0,87.0,64.0
5987,Brazil,2,38,105-Brazil,0.07319936,Complete,34.0,76.0,38.0,54.0
5988,Brazil,2,38,105-Brazil,0.07319936,Complete,38.0,54.0,65.0,61.0
5989,Brazil,2,38,105-Brazil,0.07319936,Complete,65.0,61.0,94.0,30.0
5990,Serbia,2,38,114-Serbia,0.2786627,Complete,25.0,16.0,36.0,5.0
5992,Serbia,2,38,114-Serbia,0.2786627,Complete,41.0,40.0,39.0,31.0
5993,Serbia,2,38,114-Serbia,0.2786627,Complete,40.0,30.0,28.0,40.0
5994,Serbia,2,38,114-Serbia,0.2786627,Complete,30.0,39.0,36.0,37.0
5995,Serbia,2,38,114-Serbia,0.2786627,Complete,44.0,37.0,64.0,45.0
5996,Serbia,2,38,114-Serbia,0.2786627,Complete,65.0,46.0,85.0,76.0
5997,Serbia,2,38,114-Serbia,0.2786627,Complete,90.0,75.0,107.0,69.0
5998,Serbia,2,38,114-Serbia,0.2786627,Complete,108.0,66.0,108.0,62.0
6000,Serbia,2,38,117-Serbia,0.03986147,Complete,27.0,70.0,42.0,78.0
6001,Serbia,2,38,117-Serbia,0.03986147,Complete,45.0,76.0,38.0,69.0
6002,Serbia,2,38,117-Serbia,0.03986147,Complete,42.0,64.0,38.0,57.0
6003,Serbia,2,38,117-Serbia,0.03986147,Complete,45.0,40.0,46.0,19.0
6004,Serbia,2,38,117-Serbia,0.03986147,Complete,54.0,23.0,57.0,28.0
6005,Serbia,2,38,117-Serbia,0.03986147,Complete,91.0,31.0,105.0,61.0
6007,Serbia,2,38,117-Serbia,0.03986147,Complete,98.0,28.0,102.0,14.0
6008,Serbia,2,38,117-Serbia,0.03986147,Complete,103.0,12.0,94.0,28.0
6009,Serbia,2,38,117-Serbia,0.03986147,Complete,96.0,26.0,107.0,11.0
6011,Serbia,2,38,117-Serbia,0.03986147,Complete,84.0,21.0,101.0,4.0
6012,Serbia,2,38,117-Serbia,0.03986147,Complete,101.0,3.0,92.0,5.0
6013,Serbia,2,38,117-Serbia,0.03986147,Complete,95.0,6.0,99.0,18.0
6015,Serbia,2,38,117-Serbia,0.03986147,Complete,54.0,71.0,54.0,28.0
6016,Serbia,2,38,117-Serbia,0.03986147,Complete,63.0,28.0,81.0,5.0
6017,Serbia,2,38,117-Serbia,0.03986147,Complete,83.0,4.0,107.0,23.0
6018,Serbia,2,38,117-Serbia,0.03986147,Complete,112.0,21.0,113.0,28.0
6020,Serbia,2,38,117-Serbia,0.03986147,Complete,81.0,27.0,73.0,26.0
6021,Serbia,2,38,117-Serbia,0.03986147,Complete,75.0,32.0,83.0,5.0
6022,Serbia,2,38,117-Serbia,0.03986147,Complete,88.0,6.0,105.0,21.0
6023,Serbia,2,38,117-Serbia,0.03986147,Complete,111.0,27.0,104.0,27.0
6024,Serbia,2,38,123-Serbia,0.08151560000000001,Complete,63.0,78.0,56.0,78.0
6025,Serbia,2,38,123-Serbia,0.08151560000000001,Complete,56.0,78.0,66.0,59.0
6026,Serbia,2,38,123-Serbia,0.08151560000000001,Complete,66.0,57.0,63.0,67.0
6027,Serbia,2,38,123-Serbia,0.08151560000000001,Complete,74.0,59.0,88.0,76.0
6028,Serbia,2,38,123-Serbia,0.08151560000000001,Complete,99.0,65.0,107.0,75.0
6029,Serbia,2,38,123-Serbia,0.08151560000000001,Complete,111.0,77.0,113.0,38.0
6030,Brazil,2,38,128-Brazil,0.17366906,Complete,119.0,2.0,118.0,34.0
6031,Brazil,2,38,131-Brazil,0.04483869,Complete,21.0,23.0,10.0,20.0
6032,Brazil,2,38,131-Brazil,0.04483869,Complete,10.0,20.0,29.0,13.0
6033,Brazil,2,38,131-Brazil,0.04483869,Complete,107.0,18.0,102.0,36.0
6035,Brazil,2,38,137-Brazil,0.071465135,Complete,28.0,69.0,32.0,57.0
6036,Brazil,2,38,137-Brazil,0.071465135,Complete,57.0,38.0,56.0,36.0
6037,Brazil,2,38,137-Brazil,0.071465135,Complete,87.0,19.0,108.0,9.0
6038,Brazil,2,38,137-Brazil,0.071465135,Complete,110.0,14.0,108.0,22.0
6039,Brazil,2,38,137-Brazil,0.071465135,Complete,108.0,22.0,101.0,23.0
6040,Brazil,2,38,137-Brazil,0.071465135,Complete,87.0,32.0,89.0,40.0
6042,Brazil,2,38,137-Brazil,0.071465135,Complete,87.0,76.0,85.0,65.0
6043,Brazil,2,38,137-Brazil,0.071465135,Complete,87.0,59.0,93.0,51.0
6044,Brazil,2,38,137-Brazil,0.071465135,Complete,93.0,51.0,88.0,72.0
6045,Brazil,2,38,137-Brazil,0.071465135,Complete,88.0,72.0,89.0,61.0
6046,Brazil,2,38,137-Brazil,0.071465135,Complete,89.0,59.0,83.0,64.0
6047,Brazil,2,38,137-Brazil,0.071465135,Complete,82.0,56.0,74.0,41.0
6048,Brazil,2,38,137-Brazil,0.071465135,Complete,75.0,41.0,87.0,8.0
6049,Brazil,2,38,137-Brazil,0.071465135,Complete,87.0,7.0,81.0,15.0
6050,Brazil,2,38,137-Brazil,0.071465135,Complete,80.0,19.0,84.0,11.0
6051,Brazil,2,38,137-Brazil,0.071465135,Complete,84.0,11.0,88.0,16.0
6052,Brazil,2,38,137-Brazil,0.071465135,Complete,88.0,16.0,82.0,22.0
6053,Brazil,2,38,137-Brazil,0.071465135,Complete,82.0,22.0,79.0,31.0
6054,Brazil,2,38,137-Brazil,0.071465135,Complete,79.0,31.0,83.0,34.0
6055,Brazil,2,38,137-Brazil,0.071465135,Complete,88.0,35.0,97.0,48.0
6056,Brazil,2,38,137-Brazil,0.071465135,Complete,97.0,48.0,91.0,44.0
6058,Brazil,2,38,145-Brazil,0.010578471,Complete,19.0,5.0,25.0,3.0
6059,Brazil,2,38,145-Brazil,0.010578471,Complete,25.0,4.0,28.0,17.0
6060,Brazil,2,38,145-Brazil,0.010578471,Complete,30.0,17.0,32.0,50.0
6061,Brazil,2,38,145-Brazil,0.010578471,Complete,34.0,52.0,46.0,55.0
6062,Brazil,2,38,145-Brazil,0.010578471,Complete,63.0,46.0,58.0,28.0
6063,Brazil,2,38,145-Brazil,0.010578471,Complete,63.0,25.0,88.0,3.0
6064,Brazil,2,38,145-Brazil,0.010578471,Complete,113.0,16.0,105.0,16.0
6065,Brazil,2,38,145-Brazil,0.010578471,Complete,105.0,14.0,106.0,10.0
6066,Brazil,2,38,145-Brazil,0.010578471,Complete,106.0,10.0,95.0,18.0
6067,Brazil,2,38,145-Brazil,0.010578471,Complete,97.0,18.0,106.0,20.0
6068,Brazil,2,38,145-Brazil,0.010578471,Complete,108.0,21.0,107.0,34.0
6069,Brazil,2,38,145-Brazil,0.010578471,Complete,98.0,3.0,92.0,7.0
6070,Brazil,2,38,145-Brazil,0.010578471,Complete,91.0,6.0,93.0,10.0
6071,Brazil,2,38,145-Brazil,0.010578471,Complete,91.0,12.0,81.0,18.0
6072,Brazil,2,38,145-Brazil,0.010578471,Complete,81.0,22.0,78.0,56.0
6073,Brazil,2,38,145-Brazil,0.010578471,Complete,87.0,59.0,93.0,70.0
6074,Brazil,2,38,145-Brazil,0.010578471,Complete,91.0,68.0,81.0,74.0
6075,Brazil,2,38,145-Brazil,0.010578471,Complete,83.0,73.0,86.0,76.0
6076,Brazil,2,38,145-Brazil,0.010578471,Complete,82.0,71.0,69.0,43.0
6077,Brazil,2,38,145-Brazil,0.010578471,Complete,72.0,42.0,75.0,25.0
6078,Brazil,2,38,145-Brazil,0.010578471,Complete,77.0,25.0,94.0,13.0
6079,Brazil,2,38,145-Brazil,0.010578471,Complete,94.0,13.0,85.0,11.0
6080,Brazil,2,38,145-Brazil,0.010578471,Complete,86.0,13.0,90.0,13.0
6081,Brazil,2,38,145-Brazil,0.010578471,Complete,90.0,13.0,83.0,23.0
6082,Brazil,2,38,145-Brazil,0.010578471,Complete,83.0,23.0,86.0,5.0
6083,Brazil,2,38,145-Brazil,0.010578471,Complete,81.0,7.0,79.0,11.0
6084,Brazil,2,38,145-Brazil,0.010578471,Complete,79.0,22.0,68.0,27.0
6085,Brazil,2,38,145-Brazil,0.010578471,Complete,68.0,28.0,70.0,46.0
6086,Brazil,2,38,145-Brazil,0.010578471,Complete,70.0,49.0,88.0,75.0
6087,Brazil,2,38,145-Brazil,0.010578471,Complete,87.0,76.0,73.0,73.0
6088,Brazil,2,38,145-Brazil,0.010578471,Complete,71.0,73.0,59.0,66.0
6089,Brazil,2,38,145-Brazil,0.010578471,Complete,59.0,66.0,48.0,44.0
6090,Brazil,2,38,145-Brazil,0.010578471,Complete,48.0,44.0,57.0,31.0
6091,Brazil,2,38,145-Brazil,0.010578471,Complete,64.0,28.0,79.0,6.0
6092,Brazil,2,38,145-Brazil,0.010578471,Complete,79.0,6.0,67.0,22.0
6093,Brazil,2,38,145-Brazil,0.010578471,Complete,72.0,25.0,63.0,28.0
6094,Brazil,2,38,145-Brazil,0.010578471,Complete,65.0,30.0,64.0,48.0
6095,Brazil,2,38,145-Brazil,0.010578471,Complete,65.0,52.0,70.0,70.0
6096,Brazil,2,38,145-Brazil,0.010578471,Complete,72.0,73.0,84.0,78.0
6097,Brazil,2,38,145-Brazil,0.010578471,Complete,84.0,65.0,95.0,49.0
6098,Brazil,2,38,145-Brazil,0.010578471,Complete,95.0,53.0,102.0,69.0
6100,Brazil,2,38,145-Brazil,0.010578471,Complete,101.0,66.0,90.0,60.0
6101,Brazil,2,38,145-Brazil,0.010578471,Complete,89.0,56.0,79.0,47.0
6102,Serbia,2,38,146-Serbia,0.15434317,Complete,26.0,27.0,34.0,44.0
6103,Serbia,2,38,146-Serbia,0.15434317,Complete,34.0,40.0,35.0,21.0
6104,Serbia,2,38,146-Serbia,0.15434317,Complete,34.0,22.0,47.0,37.0
6105,Serbia,2,38,146-Serbia,0.15434317,Complete,53.0,40.0,64.0,57.0
6106,Serbia,2,38,146-Serbia,0.15434317,Complete,75.0,65.0,88.0,78.0
6107,Serbia,2,38,146-Serbia,0.15434317,Complete,73.0,76.0,93.0,76.0
6109,Serbia,2,38,146-Serbia,0.15434317,Complete,65.0,63.0,74.0,57.0
6110,Serbia,2,38,146-Serbia,0.15434317,Complete,74.0,58.0,83.0,63.0
6111,Serbia,2,38,146-Serbia,0.15434317,Complete,92.0,63.0,104.0,74.0
6112,Serbia,2,38,146-Serbia,0.15434317,Complete,103.0,73.0,109.0,44.0
6113,Brazil,2,38,153-Brazil,0.15084928,Complete,74.0,41.0,65.0,52.0
6114,Brazil,2,38,153-Brazil,0.15084928,Complete,67.0,54.0,83.0,77.0
6115,Brazil,2,38,153-Brazil,0.15084928,Complete,89.0,57.0,76.0,52.0
6116,Brazil,2,38,153-Brazil,0.15084928,Complete,76.0,52.0,67.0,74.0
6117,Brazil,2,38,153-Brazil,0.15084928,Complete,64.0,74.0,54.0,71.0
6118,Brazil,2,38,153-Brazil,0.15084928,Complete,54.0,71.0,28.0,46.0
6119,Brazil,2,38,153-Brazil,0.15084928,Complete,28.0,46.0,34.0,24.0
6120,Brazil,2,38,153-Brazil,0.15084928,Complete,36.0,24.0,53.0,30.0
6121,Brazil,2,38,153-Brazil,0.15084928,Complete,53.0,30.0,51.0,38.0
6122,Brazil,2,38,153-Brazil,0.15084928,Complete,53.0,40.0,97.0,65.0
6124,Serbia,2,38,158-Serbia,0.055942606000000006,Complete,47.0,25.0,46.0,38.0
6125,Serbia,2,38,158-Serbia,0.055942606000000006,Complete,53.0,34.0,44.0,47.0
6126,Serbia,2,38,158-Serbia,0.055942606000000006,Complete,45.0,47.0,50.0,23.0
6127,Serbia,2,38,158-Serbia,0.055942606000000006,Complete,51.0,22.0,75.0,4.0
6128,Serbia,2,38,158-Serbia,0.055942606000000006,Complete,101.0,13.0,107.0,17.0
6129,Serbia,2,38,158-Serbia,0.055942606000000006,Complete,100.0,4.0,87.0,9.0
6130,Serbia,2,38,158-Serbia,0.055942606000000006,Complete,88.0,9.0,75.0,20.0
6131,Serbia,2,38,158-Serbia,0.055942606000000006,Complete,83.0,19.0,97.0,6.0
6134,Serbia,2,38,158-Serbia,0.055942606000000006,Complete,101.0,59.0,113.0,67.0
6135,Serbia,2,38,158-Serbia,0.055942606000000006,Complete,112.0,67.0,111.0,54.0
6136,Serbia,2,38,158-Serbia,0.055942606000000006,Complete,110.0,52.0,106.0,40.0
6138,Serbia,2,38,158-Serbia,0.055942606000000006,Complete,57.0,54.0,66.0,38.0
6139,Serbia,2,38,158-Serbia,0.055942606000000006,Complete,71.0,31.0,87.0,6.0
6140,Serbia,2,38,158-Serbia,0.055942606000000006,Complete,88.0,6.0,85.0,13.0
6141,Brazil,2,38,159-Brazil,0.04589554,Complete,20.0,67.0,27.0,65.0
6142,Brazil,2,38,159-Brazil,0.04589554,Complete,32.0,60.0,35.0,46.0
6143,Brazil,2,38,159-Brazil,0.04589554,Complete,35.0,48.0,28.0,52.0
6144,Brazil,2,38,159-Brazil,0.04589554,Complete,27.0,50.0,34.0,38.0
6145,Brazil,2,38,159-Brazil,0.04589554,Complete,42.0,32.0,52.0,33.0
6146,Brazil,2,38,159-Brazil,0.04589554,Complete,55.0,33.0,55.0,22.0
6147,Brazil,2,38,159-Brazil,0.04589554,Complete,55.0,22.0,50.0,22.0
6148,Brazil,2,38,159-Brazil,0.04589554,Complete,50.0,22.0,55.0,23.0
6149,Brazil,2,38,159-Brazil,0.04589554,Complete,55.0,23.0,40.0,36.0
6150,Brazil,2,38,159-Brazil,0.04589554,Complete,40.0,36.0,47.0,40.0
6151,Brazil,2,38,159-Brazil,0.04589554,Complete,47.0,40.0,54.0,35.0
6152,Brazil,2,38,159-Brazil,0.04589554,Complete,55.0,39.0,56.0,55.0
6153,Brazil,2,38,159-Brazil,0.04589554,Complete,56.0,56.0,68.0,75.0
6154,Brazil,2,38,159-Brazil,0.04589554,Complete,66.0,76.0,60.0,64.0
6155,Brazil,2,38,159-Brazil,0.04589554,Complete,60.0,64.0,55.0,76.0
6156,Brazil,2,38,159-Brazil,0.04589554,Complete,55.0,76.0,59.0,65.0
6157,Brazil,2,38,159-Brazil,0.04589554,Complete,59.0,65.0,67.0,78.0
6158,Brazil,2,38,159-Brazil,0.04589554,Complete,66.0,78.0,67.0,71.0
6159,Brazil,2,38,159-Brazil,0.04589554,Complete,89.0,71.0,105.0,26.0
6160,Brazil,2,38,159-Brazil,0.04589554,Complete,77.0,58.0,80.0,50.0
